Unnamed: 0,id Num,date,problem,MDC,citation Issued,person Search,vehicle Search,pre Race,race,gender,lat,long,police Precinct,neighborhood
8608.0,17-017649,2017-01-15 19:59:34,suspicious,MDC,,NO,NO,Native American,Native American,Female,44.96272088,-93.25749535,3,Ventura Village
8609.0,17-017663,2017-01-15 20:21:20,suspicious,other,,,,,,,44.98263022,-93.30168618,4,Harrison
8610.0,17-017682,2017-01-15 20:46:03,traffic,MDC,,NO,NO,Unknown,White,Male,44.9627,-93.28083,5,Whittier
8611.0,17-017698,2017-01-15 21:04:39,traffic,MDC,,NO,NO,Unknown,White,Female,44.98207,-93.27139,1,Downtown West
8612.0,17-017714,2017-01-15 21:17:37,traffic,MDC,,NO,NO,Unknown,Black,Female,44.89673892,-93.27810374,5,Windom
8613.0,17-017717,2017-01-15 21:22:01,traffic,MDC,,NO,NO,Unknown,Black,Female,44.8949328,-93.2781055,5,Windom
8614.0,17-017726,2017-01-15 21:34:00,suspicious,MDC,,NO,NO,Native American,Native American,Male,44.95823739,-93.24859419,3,East Phillips
8615.0,17-017727,2017-01-15 21:34:36,traffic,other,,,,,,,45.04391,-93.29662,4,Lind - Bohanon
8616.0,17-017780,2017-01-15 22:18:45,traffic,MDC,,NO,NO,Unknown,Black,Female,45.01296,-93.28802,4,McKinley
8617.0,17-017783,2017-01-15 22:23:11,traffic,other,,,,,,,44.94837,-93.24996,3,Powderhorn Park
8618.0,17-017788,2017-01-15 22:27:51,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00593736,-93.24433636,2,Windom Park
8619.0,17-017792,2017-01-15 22:33:25,traffic,MDC,,NO,NO,Unknown,Black,Male,44.9627,-93.26255,3,Ventura Village
8620.0,17-017818,2017-01-15 23:05:18,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.90356,-93.22291,3,Morris Park
8621.0,17-017825,2017-01-15 23:15:33,suspicious,MDC,,NO,YES,Unknown,Unknown,Unknown,45.02845855,-93.28809533,4,Webber - Camden
8622.0,17-017846,2017-01-15 23:24:22,traffic,MDC,,NO,NO,Unknown,White,Male,44.9627,-93.28546,5,Steven's Square - Loring Heights
8623.0,17-017870,2017-01-15 23:33:37,traffic,other,,,,,,,45.01497,-93.29685,4,Folwell
8624.0,17-017895,2017-01-15 23:42:54,traffic,MDC,,NO,NO,Unknown,East African,Male,44.95081,-93.2766,5,Whittier
8625.0,17-017899,2017-01-15 23:45:15,traffic,other,,,,,,,44.96269,-93.27781,5,Steven's Square - Loring Heights
8626.0,17-017911,2017-01-15 23:58:08,traffic,MDC,,NO,NO,Unknown,White,Female,45.01316,-93.26619,2,Bottineau
8627.0,17-017912,2017-01-16 00:00:47,suspicious,MDC,,NO,NO,Black,Black,Male,44.93414,-93.25871,3,Bancroft
8628.0,17-017913,2017-01-16 00:01:36,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.96848547,-93.26765708,1,Elliot Park
8629.0,17-017924,2017-01-16 00:09:27,suspicious,MDC,,NO,NO,Native American,Native American,Male,44.9565,-93.24458,3,East Phillips
8630.0,17-017927,2017-01-16 00:12:10,traffic,MDC,,NO,NO,Unknown,Latino,Male,44.94926,-93.297,5,Lowry Hill East
8631.0,17-017930,2017-01-16 00:14:41,traffic,other,,,,,,,44.9816,-93.23853,2,Marcy Holmes
8632.0,17-017931,2017-01-16 00:15:37,traffic,MDC,,YES,YES,Unknown,Native American,Male,44.94663,-93.27793,5,Lyndale
8633.0,17-017948,2017-01-16 00:40:55,traffic,MDC,,NO,NO,Unknown,White,Male,44.97718,-93.2759,1,Downtown West
8634.0,17-017951,2017-01-16 00:42:58,traffic,MDC,,NO,NO,Unknown,Latino,Male,45.00593,-93.24737,2,Logan Park
8635.0,17-017965,2017-01-16 00:56:58,traffic,MDC,,NO,NO,Unknown,Black,Male,44.96396,-93.27782,5,Steven's Square - Loring Heights
8636.0,17-017980,2017-01-16 01:15:42,traffic,MDC,,NO,NO,Unknown,Black,Male,44.94835,-93.26522,3,Phillips West
8637.0,17-017985,2017-01-16 01:20:32,traffic,MDC,,NO,NO,Unknown,Black,Male,45.01217,-93.24735,2,Windom Park
8638.0,17-017988,2017-01-16 01:21:02,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.99870343,-93.26351934,2,St. Anthony West
8639.0,17-017989,2017-01-16 01:21:26,traffic,MDC,,NO,NO,Unknown,Other,Female,44.99914,-93.28799,4,Hawthorne
8640.0,17-017992,2017-01-16 01:31:33,traffic,MDC,,NO,NO,Unknown,Other,Male,44.95557,-93.23626,3,Seward
8641.0,17-017995,2017-01-16 01:35:01,traffic,MDC,,NO,NO,Unknown,Black,Male,44.98018,-93.26762,1,Downtown West
8642.0,17-017996,2017-01-16 01:35:38,suspicious,MDC,,NO,NO,Unknown,White,Male,44.92687,-93.27793,5,King Field
8643.0,17-018007,2017-01-16 01:45:25,traffic,MDC,,NO,NO,Unknown,East African,Male,44.94663,-93.27793,5,Lyndale
8644.0,17-018053,2017-01-16 02:17:56,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.91335818,-93.25113599,3,Hale
8645.0,17-018061,2017-01-16 02:27:55,suspicious,other,,,,,,,44.96179557,-93.27401585,5,Whittier
8646.0,17-018082,2017-01-16 02:56:52,traffic,MDC,,NO,NO,Unknown,Black,Male,44.98898,-93.30196,4,Near - North
8647.0,17-018087,2017-01-16 03:01:00,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.96529394,-93.23061163,1,Cedar Riverside
8648.0,17-018092,2017-01-16 03:07:57,traffic,MDC,,NO,NO,Unknown,Black,Male,45.01316,-93.25244,2,Holland
8649.0,17-018093,2017-01-16 03:09:19,traffic,MDC,,NO,NO,Unknown,Black,Male,44.98897,-93.30071,4,Near - North
8650.0,17-018108,2017-01-16 04:01:06,suspicious,MDC,,NO,NO,Native American,Unknown,Unknown,44.95779751,-93.24733141,3,East Phillips
8651.0,17-018145,2017-01-16 07:30:36,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.96269638,-93.28208,5,Whittier
8652.0,17-018146,2017-01-16 07:35:55,traffic,MDC,,NO,NO,Unknown,White,Male,44.99445145,-93.26872556,2,St. Anthony West
8653.0,17-018157,2017-01-16 08:09:11,traffic,MDC,,YES,YES,Unknown,Black,Male,45.00387,-93.3082,4,Jordan
8654.0,17-018161,2017-01-16 08:16:14,traffic,MDC,,NO,NO,Unknown,Black,Male,44.95553,-93.27964,5,Whittier
8655.0,17-018172,2017-01-16 08:36:12,suspicious,MDC,,NO,NO,Black,Black,Male,44.98045,-93.27134,1,Downtown West
8656.0,17-018183,2017-01-16 08:48:13,traffic,MDC,,NO,NO,Unknown,Black,Male,44.96523,-93.27781,5,Steven's Square - Loring Heights
8657.0,17-018192,2017-01-16 09:10:54,traffic,MDC,,NO,NO,Unknown,White,Female,44.94834,-93.27969,5,Whittier
8658.0,17-018207,2017-01-16 09:41:25,traffic,other,,,,,,,44.94656517,-93.23469966,3,Longfellow
8659.0,17-018240,2017-01-16 10:34:27,suspicious,MDC,,YES,NO,White,White,Male,44.94778736,-93.23384449,3,Longfellow
8660.0,17-018264,2017-01-16 11:08:06,suspicious,MDC,,NO,NO,Native American,Native American,Male,44.96358874,-93.28795173,5,Steven's Square - Loring Heights
8661.0,17-018267,2017-01-16 11:16:34,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.0015864,-93.21321065,2,Mid - City Industrial
8662.0,17-018268,2017-01-16 11:16:52,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00025,-93.2941,4,Jordan
8663.0,17-018269,2017-01-16 11:19:08,suspicious,MDC,,NO,NO,Unknown,Latino,Male,44.95108135,-93.2347243,3,Longfellow
8664.0,17-018274,2017-01-16 11:25:49,traffic,MDC,,NO,NO,Black,Black,Male,44.99913516,-93.28682309,4,Near - North
8665.0,17-018293,2017-01-16 11:55:52,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.97282109,-93.2182251,2,Prospect Park - East River Road
8666.0,17-018298,2017-01-16 12:15:25,traffic,MDC,,NO,NO,Black,Black,Male,44.96091,-93.28675,5,Whittier
8667.0,17-018301,2017-01-16 12:21:56,traffic,other,,,,,,,45.00482,-93.29411,4,Jordan
8668.0,17-018303,2017-01-16 12:28:22,traffic,MDC,,NO,NO,Unknown,White,Male,45.00642144,-93.24736561,2,Logan Park
8669.0,17-018305,2017-01-16 12:30:01,suspicious,MDC,,NO,NO,White,White,Male,44.94835043,-93.20700558,3,Cooper
8670.0,17-018308,2017-01-16 12:32:51,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.01906132,-93.28196639,4,McKinley
8671.0,17-018314,2017-01-16 12:40:37,suspicious,MDC,,YES,NO,Unknown,Other,Male,45.00025,-93.29259,4,Hawthorne
8672.0,17-018325,2017-01-16 12:49:19,suspicious,other,,,,,,,45.02681188,-93.3147681,4,Victory
8673.0,17-018327,2017-01-16 12:54:00,traffic,other,,,,,,,44.99914804,-93.29181556,4,Near - North
8674.0,17-018337,2017-01-16 13:08:08,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00024,-93.28952,4,Hawthorne
8675.0,17-018341,2017-01-16 13:13:45,traffic,other,,,,,,,45.00025,-93.2941,4,Jordan
8676.0,17-018345,2017-01-16 13:23:47,traffic,other,,,,,,,44.99927161,-93.29814568,4,Jordan
8677.0,17-018350,2017-01-16 13:31:40,traffic,MDC,,NO,NO,Black,Black,Male,44.96731,-93.27054,1,Loring Park
8678.0,17-018354,2017-01-16 13:36:02,traffic,MDC,,NO,NO,Unknown,Latino,Male,44.999141,-93.29028401,4,Near - North
8679.0,17-018361,2017-01-16 13:44:21,traffic,MDC,,NO,NO,Unknown,White,Female,44.96892313,-93.28917459,5,Lowry Hill
8680.0,17-018364,2017-01-16 13:52:24,traffic,other,,,,,,,45.00783,-93.3134,4,Willard - Hay
8681.0,17-018417,2017-01-16 15:14:38,traffic,MDC,,NO,NO,Unknown,Latino,Male,44.95195,-93.29317,5,Lowry Hill East
8682.0,17-018420,2017-01-16 15:24:00,traffic,MDC,,YES,YES,Unknown,Black,Male,44.95036,-93.27536,5,Whittier
8683.0,17-018421,2017-01-16 15:24:13,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.97086,-93.32226,4,Bryn - Mawr
8684.0,17-018424,2017-01-16 15:29:01,suspicious,MDC,,NO,NO,White,White,Female,45.01586846,-93.24734023,2,Audubon Park
8685.0,17-018455,2017-01-16 16:14:19,suspicious,MDC,,NO,NO,Unknown,Unknown,Male,44.94835043,-93.20700558,3,Cooper
8686.0,17-018480,2017-01-16 16:56:35,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.91699553,-93.25494905,3,Northrop
8687.0,17-018484,2017-01-16 16:59:34,suspicious,other,,,,,,,44.97543284,-93.27342211,1,Downtown West
8688.0,17-018506,2017-01-16 17:20:15,suspicious,MDC,,NO,NO,Unknown,Unknown,Male,44.9492583,-93.29763862,5,Lowry Hill East
8689.0,17-018515,2017-01-16 17:25:59,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.95822357,-93.2612999,3,Midtown Phillips
8690.0,17-018621,2017-01-16 18:49:39,suspicious,other,,,,,,,44.99913768,-93.28875577,4,Hawthorne
8691.0,17-018642,2017-01-16 19:03:54,suspicious,other,,,,,,,44.97774511,-93.26967792,1,Downtown West
8692.0,17-018649,2017-01-16 19:09:58,traffic,MDC,,NO,NO,Unknown,East African,Male,44.95074,-93.27967,5,Whittier
8693.0,17-018667,2017-01-16 19:26:08,traffic,MDC,,YES,YES,Unknown,Black,Male,45.02031,-93.2893,4,McKinley
8694.0,17-018683,2017-01-16 19:46:25,traffic,MDC,,NO,NO,Unknown,White,Male,44.91232,-93.28698,5,Tangletown
8695.0,17-018689,2017-01-16 19:52:48,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.95822357,-93.2612999,3,Midtown Phillips
8696.0,17-018694,2017-01-16 19:55:27,suspicious,other,,,,,,,44.97487484,-93.26747699,1,Downtown West
8697.0,17-018728,2017-01-16 20:25:53,suspicious,other,,,,,,,44.9915,-93.30195,4,Near - North
8698.0,17-018729,2017-01-16 20:26:33,suspicious,other,,,,,,,44.97301,-93.27556,1,Downtown West
8699.0,17-018761,2017-01-16 20:54:52,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.04851643,-93.31820226,4,Shingle Creek
8700.0,17-018774,2017-01-16 21:09:42,traffic,MDC,,NO,NO,Unknown,White,Female,44.92958552,-93.27792165,5,King Field
8701.0,17-018831,2017-01-16 21:52:09,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.98427168,-93.2961695,4,Near - North
8702.0,17-018853,2017-01-16 22:06:20,suspicious,MDC,,NO,NO,Unknown,White,Male,44.94837,-93.2932,5,Lowry Hill East
8703.0,17-018858,2017-01-16 22:09:55,traffic,MDC,,YES,YES,Unknown,Black,Male,44.94836293,-93.28873705,5,Lowry Hill East
8704.0,17-018917,2017-01-16 22:55:06,traffic,MDC,,NO,NO,Unknown,White,Male,44.96324,-93.28793,5,Steven's Square - Loring Heights
8705.0,17-018923,2017-01-16 23:04:29,traffic,MDC,,NO,NO,Unknown,White,Male,45.01327,-93.30824,4,Folwell
8706.0,17-018928,2017-01-16 23:10:17,traffic,other,,,,,,,44.94748586,-93.28938825,5,CARAG
8707.0,17-018931,2017-01-16 23:13:07,traffic,MDC,,NO,NO,White,White,Male,44.95734,-93.29543,5,Lowry Hill East
8708.0,17-018933,2017-01-16 23:13:16,traffic,MDC,,NO,NO,White,White,Male,44.93865924,-93.27147198,3,Central
8709.0,17-018935,2017-01-16 23:18:44,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.92604165,-93.26756296,3,Regina
8710.0,17-018977,2017-01-17 00:16:26,suspicious,MDC,,YES,NO,Unknown,East African,Male,44.95196,-93.24866,3,East Phillips
8711.0,17-018979,2017-01-17 00:19:41,traffic,MDC,,NO,NO,Unknown,Black,Male,44.99916,-93.29564,4,Near - North
8712.0,17-018980,2017-01-17 00:21:21,suspicious,other,,,,,,,44.96883234,-93.31856512,4,Bryn - Mawr
8713.0,17-018993,2017-01-17 00:38:10,traffic,MDC,,NO,NO,Unknown,East African,Male,44.94926,-93.29828,5,Lowry Hill East
8714.0,17-019007,2017-01-17 01:02:18,traffic,MDC,,NO,NO,Unknown,White,Male,44.93043,-93.28826,5,East Harriet
8715.0,17-019013,2017-01-17 01:12:21,traffic,MDC,,NO,NO,Unknown,Other,Male,44.90146,-93.28702,5,Windom
8716.0,17-019037,2017-01-17 01:56:20,traffic,other,,,,,,,44.94836,-93.28938,5,CARAG
8717.0,17-019054,2017-01-17 02:23:09,suspicious,other,,,,,,,45.04117575,-93.29272821,4,Lind - Bohanon
8718.0,17-019057,2017-01-17 02:31:15,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.98329007,-93.27192694,1,Downtown West
8719.0,17-019069,2017-01-17 03:09:23,suspicious,MDC,,NO,NO,White,White,Female,44.96268897,-93.2708505,5,Whittier
8720.0,17-019070,2017-01-17 03:09:33,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.94922619,-93.25757834,3,Midtown Phillips
8721.0,17-019073,2017-01-17 03:11:04,traffic,MDC,,NO,NO,Native American,Native American,Male,44.93863463,-93.2779141,5,Lyndale
8722.0,17-019075,2017-01-17 03:17:06,traffic,MDC,,NO,NO,Unknown,White,Male,44.95911524,-93.2835699,5,Whittier
8723.0,17-019080,2017-01-17 03:38:39,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.95914,-93.25113,3,East Phillips
8724.0,17-019084,2017-01-17 03:51:17,suspicious,MDC,,YES,NO,Unknown,Native American,Male,44.95554,-93.25371,3,Midtown Phillips
8725.0,17-019090,2017-01-17 04:23:08,traffic,MDC,,NO,NO,Unknown,Unknown,Male,44.95327807,-93.2575436,3,Midtown Phillips
8726.0,17-019109,2017-01-17 06:27:50,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.93594,-93.25367,3,Powderhorn Park
8727.0,17-019170,2017-01-17 08:34:58,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.93594,-93.25493,3,Powderhorn Park
8728.0,17-019178,2017-01-17 08:47:26,suspicious,other,,,,,,,44.97622224,-93.27377326,1,Downtown West
8729.0,17-019207,2017-01-17 09:24:35,suspicious,MDC,,NO,NO,Black,Black,Male,45.03441322,-93.30598758,4,Victory
8730.0,17-019211,2017-01-17 09:38:38,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.97037639,-93.2476225,1,Cedar Riverside
8731.0,17-019245,2017-01-17 10:30:37,traffic,MDC,,NO,NO,Unknown,White,Female,45.00692234,-93.24648605,2,Windom Park
8732.0,17-019250,2017-01-17 10:36:14,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.97996756,-93.27316614,1,Downtown West
8733.0,17-019255,2017-01-17 10:39:10,traffic,MDC,,NO,NO,Asian,Asian,Female,45.00593,-93.24484,2,Windom Park
8734.0,17-019262,2017-01-17 10:44:35,traffic,MDC,,NO,NO,White,White,Male,45.00411164,-93.24735181,2,Logan Park
8735.0,17-019266,2017-01-17 10:51:39,suspicious,other,,,,,,,45.00772,-93.28926,4,Hawthorne
8736.0,17-019273,2017-01-17 10:59:35,suspicious,MDC,,NO,NO,White,Unknown,Male,44.95915,-93.27785,5,Whittier
8737.0,17-019286,2017-01-17 11:15:43,traffic,MDC,,NO,NO,Unknown,Other,Male,45.006,-93.30315,4,Jordan
8738.0,17-019288,2017-01-17 11:16:21,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,44.98849162,-93.25673201,2,Nicollet Island - East Bank
8739.0,17-019315,2017-01-17 11:36:21,traffic,MDC,,NO,NO,White,White,Male,44.9483555,-93.27730268,5,Lyndale
8740.0,17-019317,2017-01-17 11:36:56,traffic,MDC,,NO,NO,Unknown,White,Male,45.00599,-93.30189,4,Jordan
8741.0,17-019320,2017-01-17 11:40:04,traffic,MDC,,NO,NO,East African,East African,Male,44.95463802,-93.27787759,5,Whittier
8742.0,17-019333,2017-01-17 11:53:36,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.97606037,-93.27488495,1,Downtown West
8743.0,17-019336,2017-01-17 11:56:50,traffic,MDC,,YES,YES,Black,Black,Male,45.0026,-93.29258,4,Hawthorne
8744.0,17-019339,2017-01-17 11:59:55,traffic,MDC,,NO,NO,Unknown,Native American,Male,44.9915,-93.30822,4,Willard - Hay
8745.0,17-019342,2017-01-17 12:00:19,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00599,-93.30189,4,Jordan
8747.0,17-019357,2017-01-17 12:10:36,traffic,MDC,,NO,NO,Other,Other,Female,44.99871,-93.25244,2,St. Anthony East
8748.0,17-019362,2017-01-17 12:15:12,suspicious,other,,,,,,,44.9639817,-93.2373145,3,Seward
8749.0,17-019365,2017-01-17 12:15:58,suspicious,other,,,,,,,44.94835,-93.27411,3,Central
8750.0,17-019369,2017-01-17 12:20:06,traffic,MDC,,NO,NO,Unknown,Black,Male,45.00598655,-93.30125606,4,Jordan
8751.0,17-019377,2017-01-17 12:24:23,traffic,MDC,,NO,NO,Unknown,Asian,Male,44.94836,-93.29828,5,ECCO
8752.0,17-019380,2017-01-17 12:26:46,suspicious,MDC,,NO,NO,White,White,Male,44.94836,-93.29828,5,ECCO
8753.0,17-019391,2017-01-17 12:33:04,suspicious,other,,,,,,,44.95912,-93.26257,3,Phillips West
8754.0,17-019395,2017-01-17 12:33:48,traffic,MDC,,NO,NO,Unknown,Black,Female,45.01316,-93.25672,2,Holland
8755.0,17-019397,2017-01-17 12:34:44,suspicious,other,,,,,,,44.97736687,-93.2717965,1,Downtown West
8756.0,17-019398,2017-01-17 12:35:04,traffic,MDC,,NO,NO,Black,Black,Male,45.01197,-93.28643,4,Hawthorne
8757.0,17-019407,2017-01-17 12:42:50,traffic,MDC,,NO,NO,Unknown,Asian,Female,45.0017,-93.24226,2,Northeast Park
8758.0,17-019410,2017-01-17 12:44:16,suspicious,MDC,,NO,NO,Black,Black,Male,44.90251664,-93.25637184,3,Diamond Lake
8759.0,17-019411,2017-01-17 12:45:02,suspicious,other,,,,,,,44.97543284,-93.27342211,1,Downtown West
8760.0,17-019414,2017-01-17 12:47:20,traffic,MDC,,NO,NO,Unknown,White,Male,45.00601,-93.2701,2,Sheridan
8761.0,17-019415,2017-01-17 12:47:33,traffic,MDC,,YES,YES,Unknown,Black,Male,45.01043281,-93.29432526,4,Hawthorne
8762.0,17-019424,2017-01-17 12:54:03,traffic,MDC,,NO,NO,Black,Black,Female,45.00261,-93.29564,4,Jordan
8763.0,17-019436,2017-01-17 13:08:40,suspicious,other,,,,,,,44.97833114,-93.27252943,1,Downtown West
8764.0,17-019440,2017-01-17 13:14:52,suspicious,other,,,,,,,44.97718,-93.2759,1,Downtown West
8765.0,17-019446,2017-01-17 13:16:39,traffic,MDC,,NO,NO,Unknown,White,Male,44.94960945,-93.29827352,5,Lowry Hill East
8766.0,17-019449,2017-01-17 13:19:18,traffic,MDC,,YES,NO,Unknown,Black,Male,45.00596,-93.29683,4,Jordan
8767.0,17-019455,2017-01-17 13:25:02,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.9474742,-93.29829195,5,ECCO
8768.0,17-019459,2017-01-17 13:26:56,suspicious,MDC,,NO,NO,Native American,Native American,Female,44.94633075,-93.27411968,3,Central
8769.0,17-019463,2017-01-17 13:29:58,traffic,MDC,,NO,NO,White,White,Female,44.98215,-93.23994,2,Marcy Holmes
8770.0,17-019479,2017-01-17 13:43:12,traffic,MDC,,NO,NO,White,Latino,Female,44.90511299,-93.30165138,5,Lynnhurst
8771.0,17-019492,2017-01-17 13:49:15,traffic,MDC,,NO,NO,White,White,Male,44.90510902,-93.30037875,5,Lynnhurst
8772.0,17-019499,2017-01-17 13:53:38,traffic,other,,,,,,,44.96284,-93.25108,3,Ventura Village
8773.0,17-019501,2017-01-17 13:55:47,traffic,MDC,,NO,NO,White,White,Male,44.90510558,-93.29910525,5,Kenny
8774.0,17-019507,2017-01-17 14:02:07,traffic,MDC,,NO,NO,White,White,Female,44.90510041,-93.29529366,5,Lynnhurst
8775.0,17-019515,2017-01-17 14:07:15,traffic,MDC,,NO,NO,White,White,Male,44.90510088,-93.29656697,5,Lynnhurst
8776.0,17-019520,2017-01-17 14:11:53,traffic,MDC,,NO,NO,White,White,Female,44.90510202,-93.29783703,5,Kenny
8777.0,17-019526,2017-01-17 14:15:43,traffic,MDC,,NO,NO,White,White,Female,44.90509856,-93.2940227,5,Kenny
8778.0,17-019535,2017-01-17 14:25:32,suspicious,MDC,,YES,YES,Unknown,Black,Male,44.95196,-93.24993,3,East Phillips
8779.0,17-019547,2017-01-17 14:39:11,traffic,MDC,,NO,NO,White,White,Female,44.93954822,-93.27470172,5,Lyndale
8780.0,17-019561,2017-01-17 14:56:36,traffic,MDC,,NO,NO,White,White,Male,45.01677141,-93.24823191,2,Holland
8781.0,17-019564,2017-01-17 14:57:34,traffic,MDC,,NO,NO,Unknown,Black,Female,44.99916,-93.29564,4,Near - North
8782.0,17-019566,2017-01-17 14:57:41,traffic,MDC,,NO,NO,White,White,Female,45.01323621,-93.22675004,2,Windom Park
8783.0,17-019582,2017-01-17 15:11:39,suspicious,MDC,,NO,NO,White,White,Male,44.97487484,-93.26747699,1,Downtown West
8784.0,17-019613,2017-01-17 15:51:33,suspicious,MDC,,NO,NO,Black,Unknown,Unknown,44.93588,-93.28693,5,King Field
8785.0,17-019637,2017-01-17 16:23:16,suspicious,other,,,,,,,44.97798,-93.2748,1,Downtown West
8786.0,17-019662,2017-01-17 16:49:40,suspicious,other,,,,,,,44.96269,-93.26895,3,Ventura Village
8787.0,17-019663,2017-01-17 16:51:59,suspicious,MDC,,NO,NO,Black,Black,Male,44.99913516,-93.28682309,4,Near - North
8788.0,17-019667,2017-01-17 16:53:45,traffic,MDC,,NO,NO,Unknown,Unknown,Unknown,44.94836,-93.2881,5,Lowry Hill East
8789.0,17-019701,2017-01-17 17:23:33,suspicious,other,,,,,,,44.97845913,-93.27733144,1,Downtown West
8790.0,17-019710,2017-01-17 17:31:58,suspicious,MDC,,NO,NO,Unknown,Unknown,Unknown,45.01043723,-93.29305945,4,Hawthorne
8792.0,17-019719,2017-01-17 17:38:42,suspicious,MDC,,NO,NO,White,Unknown,Male,44.96091,-93.28801,5,Whittier
8793.0,17-019725,2017-01-17 17:45:35,traffic,MDC,,NO,NO,Unknown,White,Male,44.95134737,-93.28133076,5,Whittier
8794.0,17-019730,2017-01-17 17:49:08,suspicious,MDC,,NO,NO,Unknown,Black,Male,45.01316,-93.25751,2,Holland
8795.0,17-019731,2017-01-17 17:51:43,traffic,MDC,,NO,NO,Unknown,East African,Female,44.95074521,-93.28216407,5,Whittier
8796.0,17-019733,2017-01-17 17:52:12,suspicious,MDC,,NO,NO,White,Unknown,Male,44.96523784,-93.2631949,3,Ventura Village
8797.0,17-019735,2017-01-17 17:53:22,suspicious,MDC,,YES,NO,Black,Black,Male,44.99910753,-93.27890309,4,Near - North
8798.0,17-019738,2017-01-17 17:56:05,traffic,MDC,,NO,NO,Unknown,East African,Male,44.95134737,-93.28133076,5,Whittier
8799.0,17-019744,2017-01-17 18:03:29,suspicious,MDC,,NO,NO,Unknown,East African,Female,44.94955167,-93.28134598,5,Whittier
8800.0,17-019746,2017-01-17 18:05:06,suspicious,MDC,,NO,NO,Other,East African,Female,44.94955167,-93.28134598,5,Whittier
8801.0,17-019767,2017-01-17 18:15:33,suspicious,MDC,,NO,NO,Unknown,Unknown,Male,44.92781161,-93.23846916,3,Standish
8803.0,17-019779,2017-01-17 18:26:11,suspicious,MDC,,NO,NO,Unknown,Black,Female,44.99306481,-93.29830551,4,Near - North
8804.0,17-019787,2017-01-17 18:30:10,suspicious,other,,,,,,,45.02046261,-93.30890172,4,Cleveland
8805.0,17-019790,2017-01-17 18:35:21,suspicious,MDC,,NO,NO,Unknown,East African,Male,44.94954814,-93.28300416,5,Whittier
8806.0,17-019816,2017-01-17 18:53:18,traffic,MDC,,NO,NO,Unknown,Black,Female,45.02396254,-93.2924801,4,McKinley
8807.0,17-019819,2017-01-17 18:57:04,traffic,MDC,,NO,NO,Unknown,White,Male,44.94747633,-93.29447201,5,CARAG
8808.0,17-019829,2017-01-17 19:03:58,suspicious,MDC,,NO,NO,Black,Black,Female,44.96938053,-93.2778161,1,Loring Park
8809.0,17-019839,2017-01-17 19:08:25,traffic,MDC,,NO,NO,Unknown,Latino,Female,44.94836,-93.2881,5,Lowry Hill East
8810.0,17-019841,2017-01-17 19:10:06,suspicious,MDC,,NO,NO,White,Unknown,Male,44.99468457,-93.30445291,4,Willard - Hay
8811.0,17-019849,2017-01-17 19:15:07,suspicious,MDC,,NO,NO,Unknown,Unknown,Male,44.92152,-93.26894,3,Regina
8812.0,17-019852,2017-01-17 19:17:30,traffic,MDC,,NO,NO,Unknown,Black,Female,44.99741,-93.29258,4,Near - North
8813.0,17-019859,2017-01-17 19:22:55,traffic,MDC,,NO,NO,Unknown,White,Male,44.95196,-93.29825,5,East Isles
8814.0,17-019864,2017-01-17 19:25:38,suspicious,MDC,,NO,NO,Black,Unknown,Male,44.96005182,-93.26897813,3,Phillips West
8816.0,17-019892,2017-01-17 19:56:47,suspicious,other,,,,,,,44.95101495,-93.24739481,3,East Phillips
8817.0,17-019894,2017-01-17 19:57:30,traffic,MDC,,NO,NO,Unknown,Black,Male,45.01306,-93.28491,4,McKinley
8818.0,17-019899,2017-01-17 20:05:24,suspicious,MDC,,NO,NO,Unknown,Black,Male,44.99228172,-93.29944245,4,Near - North
